# LAMMPS data file written by OVITO Basic 3.8.4

6832 atoms 
1944 bonds
5 atom types 
2 bond types

0.0 39.0999984741 xlo xhi
0.0 39.0999984741 ylo yhi
0.0 39.0999984741 zlo zhi

Masses

1 6.941  # Li
1816 1 1  0.0 33.235000 35.189998 27.369998       
1817 1 1  0.0 5.865000 3.910000 11.730000       
1818 1 1  0.0 5.865000 3.910000 31.279999       
1819 1 1  0.0 5.865000 23.460000 11.730000       
1820 1 1  0.0 5.865000 23.460000 31.279999       
1821 1 1  0.0 25.414998 3.910000 11.730000       
1822 1 1  0.0 25.414998 3.910000 31.279999       
1823 1 1  0.0 25.414998 23.460000 11.730000       
1824 1 1  0.0 25.414998 23.460000 31.279999       
1825 1 1  0.0 13.684999 3.910000 11.730000       
1826 1 1  0.0 13.684999 3.910000 31.279999       
1827 1 1  0.0 13.684999 23.460000 11.730000       
1828 1 1  0.0 13.684999 23.460000 31.279999       
1829 1 1  0.0 33.235000 3.910000 11.730000       
1830 1 1  0.0 33.235000 3.910000 31.279999       
1831 1 1  0.0 33.235000 23.460000 11.730000       
1832 1 1  0.0 33.235000 23.460000 31.279999       
1833 1 1  0.0 5.865000 15.640000 7.820000       
1834 1 1  0.0 5.865000 15.640000 27.369998       
1835 1 1  0.0 5.865000 35.189998 7.820000       
1836 1 1  0.0 5.865000 35.189998 27.369998       
1837 1 1  0.0 25.414998 15.640000 7.820000       
1838 1 1  0.0 25.414998 15.640000 27.369998       
1839 1 1  0.0 25.414998 35.189998 7.820000       
1840 1 1  0.0 25.414998 35.189998 27.369998       
1841 1 1  0.0 5.865000 15.640000 11.730000       
1842 1 1  0.0 5.865000 15.640000 31.279999       
1843 1 1  0.0 5.865000 35.189998 11.730000       
1844 1 1  0.0 5.865000 35.189998 31.279999       
1845 1 1  0.0 25.414998 15.640000 11.730000       
1846 1 1  0.0 25.414998 15.640000 31.279999       
1847 1 1  0.0 25.414998 35.189998 11.730000       
1848 1 1  0.0 25.414998 35.189998 31.279999       
1849 1 1  0.0 13.684999 3.910000 7.820000       
1850 1 1  0.0 13.684999 3.910000 27.369998       
1851 1 1  0.0 13.684999 23.460000 7.820000       
1852 1 1  0.0 13.684999 23.460000 27.369998       
1853 1 1  0.0 33.235000 3.910000 7.820000       
1854 1 1  0.0 33.235000 3.910000 27.369998       
1855 1 1  0.0 33.235000 23.460000 7.820000       
1856 1 1  0.0 33.235000 23.460000 27.369998       
1857 1 1  0.0 7.820000 5.865000 3.910000       
1858 1 1  0.0 7.820000 5.865000 23.460000       
1859 1 1  0.0 7.820000 25.414998 3.910000       
1860 1 1  0.0 7.820000 25.414998 23.460000       
1861 1 1  0.0 27.369998 5.865000 3.910000       
1862 1 1  0.0 27.369998 5.865000 23.460000       
1863 1 1  0.0 27.369998 25.414998 3.910000       
1864 1 1  0.0 27.369998 25.414998 23.460000       
1865 1 1  0.0 11.730000 13.684999 15.640000       
1866 1 1  0.0 11.730000 13.684999 35.189998       
1867 1 1  0.0 11.730000 33.235000 15.640000       
1868 1 1  0.0 11.730000 33.235000 35.189998       
1869 1 1  0.0 31.279999 13.684999 15.640000       
1870 1 1  0.0 31.279999 13.684999 35.189998       
1871 1 1  0.0 31.279999 33.235000 15.640000       
1872 1 1  0.0 31.279999 33.235000 35.189998       
1873 1 1  0.0 7.820000 13.684999 15.640000       
1874 1 1  0.0 7.820000 13.684999 35.189998       
1875 1 1  0.0 7.820000 33.235000 15.640000       
1876 1 1  0.0 7.820000 33.235000 35.189998       
1877 1 1  0.0 27.369998 13.684999 15.640000       
1878 1 1  0.0 27.369998 13.684999 35.189998       
1879 1 1  0.0 27.369998 33.235000 15.640000       
1880 1 1  0.0 27.369998 33.235000 35.189998       
1881 1 1  0.0 11.730000 5.865000 3.910000       
1882 1 1  0.0 11.730000 5.865000 23.460000       
1883 1 1  0.0 11.730000 25.414998 3.910000       
1884 1 1  0.0 11.730000 25.414998 23.460000       
1885 1 1  0.0 31.279999 5.865000 3.910000       
1886 1 1  0.0 31.279999 5.865000 23.460000       
1887 1 1  0.0 31.279999 25.414998 3.910000       
1888 1 1  0.0 31.279999 25.414998 23.460000       
1889 1 1  0.0 11.730000 13.684999 3.910000       
1890 1 1  0.0 11.730000 13.684999 23.460000       
1891 1 1  0.0 11.730000 33.235000 3.910000       
1892 1 1  0.0 11.730000 33.235000 23.460000       
1893 1 1  0.0 31.279999 13.684999 3.910000       
1894 1 1  0.0 31.279999 13.684999 23.460000       
1895 1 1  0.0 31.279999 33.235000 3.910000       
1896 1 1  0.0 31.279999 33.235000 23.460000       
1897 1 1  0.0 7.820000 5.865000 15.640000       
1898 1 1  0.0 7.820000 5.865000 35.189998       
1899 1 1  0.0 7.820000 25.414998 15.640000       
1900 1 1  0.0 7.820000 25.414998 35.189998       
1901 1 1  0.0 27.369998 5.865000 15.640000       
1902 1 1  0.0 27.369998 5.865000 35.189998       
1903 1 1  0.0 27.369998 25.414998 15.640000       
1904 1 1  0.0 27.369998 25.414998 35.189998       
1905 1 1  0.0 11.730000 5.865000 15.640000       
1906 1 1  0.0 11.730000 5.865000 35.189998       
1907 1 1  0.0 11.730000 25.414998 15.640000       
1908 1 1  0.0 11.730000 25.414998 35.189998       
1909 1 1  0.0 31.279999 5.865000 15.640000       
1910 1 1  0.0 31.279999 5.865000 35.189998       
1911 1 1  0.0 31.279999 25.414998 15.640000       
1912 1 1  0.0 31.279999 25.414998 35.189998       
1913 1 1  0.0 7.820000 13.684999 3.910000       
1914 1 1  0.0 7.820000 13.684999 23.460000       
1915 1 1  0.0 7.820000 33.235000 3.910000       
1916 1 1  0.0 7.820000 33.235000 23.460000       
1917 1 1  0.0 27.369998 13.684999 3.910000       
1918 1 1  0.0 27.369998 13.684999 23.460000       
1919 1 1  0.0 27.369998 33.235000 3.910000       
1920 1 1  0.0 27.369998 33.235000 23.460000       
1921 1 1  0.0 3.910000 7.820000 5.865000       
1922 1 1  0.0 3.910000 7.820000 25.414998       
1923 1 1  0.0 3.910000 27.369998 5.865000       
1924 1 1  0.0 3.910000 27.369998 25.414998       
1925 1 1  0.0 23.460000 7.820000 5.865000       
1926 1 1  0.0 23.460000 7.820000 25.414998       
1927 1 1  0.0 23.460000 27.369998 5.865000       
1928 1 1  0.0 23.460000 27.369998 25.414998       
1929 1 1  0.0 15.640000 11.730000 13.684999       
1930 1 1  0.0 15.640000 11.730000 33.235000       
1931 1 1  0.0 15.640000 31.279999 13.684999       
1932 1 1  0.0 15.640000 31.279999 33.235000       
1933 1 1  0.0 35.189998 11.730000 13.684999       
1934 1 1  0.0 35.189998 11.730000 33.235000       
1935 1 1  0.0 35.189998 31.279999 13.684999       
1936 1 1  0.0 35.189998 31.279999 33.235000       
1937 1 1  0.0 15.640000 7.820000 13.684999       
1938 1 1  0.0 15.640000 7.820000 33.235000       
1939 1 1  0.0 15.640000 27.369998 13.684999       
1940 1 1  0.0 15.640000 27.369998 33.235000       
1941 1 1  0.0 35.189998 7.820000 13.684999       
1942 1 1  0.0 35.189998 7.820000 33.235000       
1943 1 1  0.0 35.189998 27.369998 13.684999       
1944 1 1  0.0 35.189998 27.369998 33.235000       
1945 1 1  0.0 3.910000 11.730000 5.865000       
1946 1 1  0.0 3.910000 11.730000 25.414998       
1947 1 1  0.0 3.910000 31.279999 5.865000       
1948 1 1  0.0 3.910000 31.279999 25.414998       
1949 1 1  0.0 23.460000 11.730000 5.865000       
1950 1 1  0.0 23.460000 11.730000 25.414998       
1951 1 1  0.0 23.460000 31.279999 5.865000       
1952 1 1  0.0 23.460000 31.279999 25.414998       
1953 1 1  0.0 3.910000 11.730000 13.684999       
1954 1 1  0.0 3.910000 11.730000 33.235000       
1955 1 1  0.0 3.910000 31.279999 13.684999       
1956 1 1  0.0 3.910000 31.279999 33.235000       
1957 1 1  0.0 23.460000 11.730000 13.684999       
1958 1 1  0.0 23.460000 11.730000 33.235000       
1959 1 1  0.0 23.460000 31.279999 13.684999       
1960 1 1  0.0 23.460000 31.279999 33.235000       
1961 1 1  0.0 15.640000 7.820000 5.865000       
1962 1 1  0.0 15.640000 7.820000 25.414998       
1963 1 1  0.0 15.640000 27.369998 5.865000       
1964 1 1  0.0 15.640000 27.369998 25.414998       
1965 1 1  0.0 35.189998 7.820000 5.865000       
1966 1 1  0.0 35.189998 7.820000 25.414998       
1967 1 1  0.0 35.189998 27.369998 5.865000       
1968 1 1  0.0 35.189998 27.369998 25.414998       
1969 1 1  0.0 15.640000 11.730000 5.865000       
1970 1 1  0.0 15.640000 11.730000 25.414998       
1971 1 1  0.0 15.640000 31.279999 5.865000       
1972 1 1  0.0 15.640000 31.279999 25.414998       
1973 1 1  0.0 35.189998 11.730000 5.865000       
1974 1 1  0.0 35.189998 11.730000 25.414998       
1975 1 1  0.0 35.189998 31.279999 5.865000       
1976 1 1  0.0 35.189998 31.279999 25.414998       
1977 1 1  0.0 3.910000 7.820000 13.684999       
1978 1 1  0.0 3.910000 7.820000 33.235000       
1979 1 1  0.0 3.910000 27.369998 13.684999       
1980 1 1  0.0 3.910000 27.369998 33.235000       
1981 1 1  0.0 23.460000 7.820000 13.684999       
1982 1 1  0.0 23.460000 7.820000 33.235000       
1983 1 1  0.0 23.460000 27.369998 13.684999       
1984 1 1  0.0 23.460000 27.369998 33.235000       
1985 1 1  0.0 3.910000 5.865000 11.730000       
1986 1 1  0.0 3.910000 5.865000 31.279999       
1987 1 1  0.0 3.910000 25.414998 11.730000       
1988 1 1  0.0 3.910000 25.414998 31.279999       
1989 1 1  0.0 23.460000 5.865000 11.730000       
1990 1 1  0.0 23.460000 5.865000 31.279999       
1991 1 1  0.0 23.460000 25.414998 11.730000       
1992 1 1  0.0 23.460000 25.414998 31.279999       
1993 1 1  0.0 15.640000 13.684999 7.820000       
1994 1 1  0.0 15.640000 13.684999 27.369998       
1995 1 1  0.0 15.640000 33.235000 7.820000       
1996 1 1  0.0 15.640000 33.235000 27.369998       
1997 1 1  0.0 35.189998 13.684999 7.820000       
1998 1 1  0.0 35.189998 13.684999 27.369998       
1999 1 1  0.0 35.189998 33.235000 7.820000       
2000 1 1  0.0 35.189998 33.235000 27.369998       
2001 1 1  0.0 15.640000 13.684999 11.730000       
2002 1 1  0.0 15.640000 13.684999 31.279999       
2003 1 1  0.0 15.640000 33.235000 11.730000       
2004 1 1  0.0 15.640000 33.235000 31.279999       
2005 1 1  0.0 35.189998 13.684999 11.730000       
2006 1 1  0.0 35.189998 13.684999 31.279999       
2007 1 1  0.0 35.189998 33.235000 11.730000       
2008 1 1  0.0 35.189998 33.235000 31.279999       
2009 1 1  0.0 3.910000 5.865000 7.820000       
2010 1 1  0.0 3.910000 5.865000 27.369998       
2011 1 1  0.0 3.910000 25.414998 7.820000       
2012 1 1  0.0 3.910000 25.414998 27.369998       
2013 1 1  0.0 23.460000 5.865000 7.820000       
2014 1 1  0.0 23.460000 5.865000 27.369998       
2015 1 1  0.0 23.460000 25.414998 7.820000       
2016 1 1  0.0 23.460000 25.414998 27.369998       
2017 1 1  0.0 3.910000 13.684999 7.820000       
2018 1 1  0.0 3.910000 13.684999 27.369998       
2019 1 1  0.0 3.910000 33.235000 7.820000       
2020 1 1  0.0 3.910000 33.235000 27.369998       
2021 1 1  0.0 23.460000 13.684999 7.820000       
2022 1 1  0.0 23.460000 13.684999 27.369998       
2023 1 1  0.0 23.460000 33.235000 7.820000       
2024 1 1  0.0 23.460000 33.235000 27.369998       
2025 1 1  0.0 15.640000 5.865000 11.730000       
2026 1 1  0.0 15.640000 5.865000 31.279999       
2027 1 1  0.0 15.640000 25.414998 11.730000       
2028 1 1  0.0 15.640000 25.414998 31.279999       
2029 1 1  0.0 35.189998 5.865000 11.730000       
2030 1 1  0.0 35.189998 5.865000 31.279999       
2031 1 1  0.0 35.189998 25.414998 11.730000       
2032 1 1  0.0 35.189998 25.414998 31.279999       
2033 1 1  0.0 15.640000 5.865000 7.820000       
2034 1 1  0.0 15.640000 5.865000 27.369998       
2035 1 1  0.0 15.640000 25.414998 7.820000       
2036 1 1  0.0 15.640000 25.414998 27.369998       
2037 1 1  0.0 35.189998 5.865000 7.820000       
2038 1 1  0.0 35.189998 5.865000 27.369998       
2039 1 1  0.0 35.189998 25.414998 7.820000       
2040 1 1  0.0 35.189998 25.414998 27.369998       
2041 1 1  0.0 3.910000 13.684999 11.730000       
2042 1 1  0.0 3.910000 13.684999 31.279999       
2043 1 1  0.0 3.910000 33.235000 11.730000       
2044 1 1  0.0 3.910000 33.235000 31.279999       
2045 1 1  0.0 23.460000 13.684999 11.730000       
2046 1 1  0.0 23.460000 13.684999 31.279999       
2047 1 1  0.0 23.460000 33.235000 11.730000       
2048 1 1  0.0 23.460000 33.235000 31.279999       
2049 1 1  0.0 5.865000 7.820000 15.640000       
2050 1 1  0.0 5.865000 7.820000 35.189998       
2051 1 1  0.0 5.865000 27.369998 15.640000       
2052 1 1  0.0 5.865000 27.369998 35.189998       
2053 1 1  0.0 25.414998 7.820000 15.640000       
2054 1 1  0.0 25.414998 7.820000 35.189998       
2055 1 1  0.0 25.414998 27.369998 15.640000       
2056 1 1  0.0 25.414998 27.369998 35.189998       
2057 1 1  0.0 13.684999 11.730000 3.910000       
2058 1 1  0.0 13.684999 11.730000 23.460000       
2059 1 1  0.0 13.684999 31.279999 3.910000       
2060 1 1  0.0 13.684999 31.279999 23.460000       
2061 1 1  0.0 33.235000 11.730000 3.910000       
2062 1 1  0.0 33.235000 11.730000 23.460000       
2063 1 1  0.0 33.235000 31.279999 3.910000       
2064 1 1  0.0 33.235000 31.279999 23.460000       
2065 1 1  0.0 13.684999 7.820000 3.910000       
2066 1 1  0.0 13.684999 7.820000 23.460000       
2067 1 1  0.0 13.684999 27.369998 3.910000       
2068 1 1  0.0 13.684999 27.369998 23.460000       
2069 1 1  0.0 33.235000 7.820000 3.910000       
2070 1 1  0.0 33.235000 7.820000 23.460000       
2071 1 1  0.0 33.235000 27.369998 3.910000       
2072 1 1  0.0 33.235000 27.369998 23.460000       
2073 1 1  0.0 5.865000 11.730000 15.640000       
2074 1 1  0.0 5.865000 11.730000 35.189998       
2075 1 1  0.0 5.865000 31.279999 15.640000       
2076 1 1  0.0 5.865000 31.279999 35.189998       
2077 1 1  0.0 25.414998 11.730000 15.640000       
2078 1 1  0.0 25.414998 11.730000 35.189998       
2079 1 1  0.0 25.414998 31.279999 15.640000       
2080 1 1  0.0 25.414998 31.279999 35.189998       
2081 1 1  0.0 13.684999 11.730000 15.640000       
2082 1 1  0.0 13.684999 11.730000 35.189998       
2083 1 1  0.0 13.684999 31.279999 15.640000       
2084 1 1  0.0 13.684999 31.279999 35.189998       
2085 1 1  0.0 33.235000 11.730000 15.640000       
2086 1 1  0.0 33.235000 11.730000 35.189998       
2087 1 1  0.0 33.235000 31.279999 15.640000       
2088 1 1  0.0 33.235000 31.279999 35.189998       
2089 1 1  0.0 5.865000 7.820000 3.910000       
2090 1 1  0.0 5.865000 7.820000 23.460000       
2091 1 1  0.0 5.865000 27.369998 3.910000       
2092 1 1  0.0 5.865000 27.369998 23.460000       
2093 1 1  0.0 25.414998 7.820000 3.910000       
2094 1 1  0.0 25.414998 7.820000 23.460000       
2095 1 1  0.0 25.414998 27.369998 3.910000       
2096 1 1  0.0 25.414998 27.369998 23.460000       
2097 1 1  0.0 5.865000 11.730000 3.910000       
2098 1 1  0.0 5.865000 11.730000 23.460000       
2099 1 1  0.0 5.865000 31.279999 3.910000       
2100 1 1  0.0 5.865000 31.279999 23.460000       
2101 1 1  0.0 25.414998 11.730000 3.910000       
2102 1 1  0.0 25.414998 11.730000 23.460000       
2103 1 1  0.0 25.414998 31.279999 3.910000       
2104 1 1  0.0 25.414998 31.279999 23.460000       
2105 1 1  0.0 13.684999 7.820000 15.640000       
2106 1 1  0.0 13.684999 7.820000 35.189998       
2107 1 1  0.0 13.684999 27.369998 15.640000       
2108 1 1  0.0 13.684999 27.369998 35.189998       
2109 1 1  0.0 33.235000 7.820000 15.640000       
2110 1 1  0.0 33.235000 7.820000 35.189998       
2111 1 1  0.0 33.235000 27.369998 15.640000       
2112 1 1  0.0 33.235000 27.369998 35.189998       
2113 1 1  0.0 7.820000 3.910000 13.684999       
2114 1 1  0.0 7.820000 3.910000 33.235000       
2115 1 1  0.0 7.820000 23.460000 13.684999       
2116 1 1  0.0 7.820000 23.460000 33.235000       
2117 1 1  0.0 27.369998 3.910000 13.684999       
2118 1 1  0.0 27.369998 3.910000 33.235000       
2119 1 1  0.0 27.369998 23.460000 13.684999       
2120 1 1  0.0 27.369998 23.460000 33.235000       
2121 1 1  0.0 11.730000 15.640000 5.865000       
2122 1 1  0.0 11.730000 15.640000 25.414998       
2123 1 1  0.0 11.730000 35.189998 5.865000       
2124 1 1  0.0 11.730000 35.189998 25.414998       
2125 1 1  0.0 31.279999 15.640000 5.865000       
2126 1 1  0.0 31.279999 15.640000 25.414998       
2127 1 1  0.0 31.279999 35.189998 5.865000       
2128 1 1  0.0 31.279999 35.189998 25.414998       
2129 1 1  0.0 7.820000 15.640000 5.865000       
2130 1 1  0.0 7.820000 15.640000 25.414998       
2131 1 1  0.0 7.820000 35.189998 5.865000       
2132 1 1  0.0 7.820000 35.189998 25.414998       
2133 1 1  0.0 27.369998 15.640000 5.865000       
2134 1 1  0.0 27.369998 15.640000 25.414998       
2135 1 1  0.0 27.369998 35.189998 5.865000       
2136 1 1  0.0 27.369998 35.189998 25.414998       
2137 1 1  0.0 11.730000 3.910000 13.684999       
2138 1 1  0.0 11.730000 3.910000 33.235000       
2139 1 1  0.0 11.730000 23.460000 13.684999       
2140 1 1  0.0 11.730000 23.460000 33.235000       
2141 1 1  0.0 31.279999 3.910000 13.684999       
2142 1 1  0.0 31.279999 3.910000 33.235000       
2143 1 1  0.0 31.279999 23.460000 13.684999       
2144 1 1  0.0 31.279999 23.460000 33.235000       
2145 1 1  0.0 11.730000 3.910000 5.865000       
2146 1 1  0.0 11.730000 3.910000 25.414998       
2147 1 1  0.0 11.730000 23.460000 5.865000       
2148 1 1  0.0 11.730000 23.460000 25.414998       
2149 1 1  0.0 31.279999 3.910000 5.865000       
2150 1 1  0.0 31.279999 3.910000 25.414998       
2151 1 1  0.0 31.279999 23.460000 5.865000       
2152 1 1  0.0 31.279999 23.460000 25.414998       
2153 1 1  0.0 7.820000 15.640000 13.684999       
2154 1 1  0.0 7.820000 15.640000 33.235000       
2155 1 1  0.0 7.820000 35.189998 13.684999       
2156 1 1  0.0 7.820000 35.189998 33.235000       
2157 1 1  0.0 27.369998 15.640000 13.684999       
2158 1 1  0.0 27.369998 15.640000 33.235000       
2159 1 1  0.0 27.369998 35.189998 13.684999       
2160 1 1  0.0 27.369998 35.189998 33.235000       
2161 1 1  0.0 11.730000 15.640000 13.684999       
2162 1 1  0.0 11.730000 15.640000 33.235000       
2163 1 1  0.0 11.730000 35.189998 13.684999       
2164 1 1  0.0 11.730000 35.189998 33.235000       
2165 1 1  0.0 31.279999 15.640000 13.684999       
2166 1 1  0.0 31.279999 15.640000 33.235000       
2167 1 1  0.0 31.279999 35.189998 13.684999       
2168 1 1  0.0 31.279999 35.189998 33.235000       
2169 1 1  0.0 7.820000 3.910000 5.865000       
2170 1 1  0.0 7.820000 3.910000 25.414998       
2171 1 1  0.0 7.820000 23.460000 5.865000       
2172 1 1  0.0 7.820000 23.460000 25.414998       
2173 1 1  0.0 27.369998 3.910000 5.865000       
2174 1 1  0.0 27.369998 3.910000 25.414998       
2175 1 1  0.0 27.369998 23.460000 5.865000       
2176 1 1  0.0 27.369998 23.460000 25.414998       
2177 1 1  0.0 5.865000 7.820000 7.820000       
2178 1 1  0.0 5.865000 7.820000 27.369998       
2179 1 1  0.0 5.865000 27.369998 7.820000       
2180 1 1  0.0 5.865000 27.369998 27.369998       
2181 1 1  0.0 25.414998 7.820000 7.820000       
2182 1 1  0.0 25.414998 7.820000 27.369998       
2183 1 1  0.0 25.414998 27.369998 7.820000       
2184 1 1  0.0 25.414998 27.369998 27.369998       
2185 1 1  0.0 13.684999 11.730000 11.730000       
2186 1 1  0.0 13.684999 11.730000 31.279999       
2187 1 1  0.0 13.684999 31.279999 11.730000       
2188 1 1  0.0 13.684999 31.279999 31.279999       
2189 1 1  0.0 33.235000 11.730000 11.730000       
2190 1 1  0.0 33.235000 11.730000 31.279999       
2191 1 1  0.0 33.235000 31.279999 11.730000       
2192 1 1  0.0 33.235000 31.279999 31.279999       
2193 1 1  0.0 13.684999 11.730000 7.820000       
2194 1 1  0.0 13.684999 11.730000 27.369998       
2195 1 1  0.0 13.684999 31.279999 7.820000       
2196 1 1  0.0 13.684999 31.279999 27.369998       
2197 1 1  0.0 33.235000 11.730000 7.820000       
2198 1 1  0.0 33.235000 11.730000 27.369998       
