# LAMMPS data file

4440 atoms
4 atom types

0.0 26.789730072 xlo xhi
0.0 46.5447616577 ylo yhi
0.0 39.9525647336 zlo zhi
0.0 -7.2980511784 0.0 xy xz yz
3308 3 0.0 -5.903014645 28.788908593 36.259968439
3309 3 0.0 -2.253989056 38.097860369 16.283686072
3310 3 0.0 -5.903014645 38.097860369 36.259968439
3311 3 0.0 3.103957138 0.862050922 16.283686072
3312 3 0.0 -0.545068451 0.862050922 36.259968439
3313 3 0.0 3.103957138 10.171002959 16.283686072
3314 3 0.0 -0.545068451 10.171002959 36.259968439
3315 3 0.0 3.103957138 19.479955429 16.283686072
3316 3 0.0 -0.545068451 19.479955429 36.259968439
3317 3 0.0 3.103957138 28.788908593 16.283686072
3318 3 0.0 -0.545068451 28.788908593 36.259968439
3319 3 0.0 3.103957138 38.097860369 16.283686072
3320 3 0.0 -0.545068451 38.097860369 36.259968439
3321 3 0.0 8.461902833 0.862050922 16.283686072
3322 3 0.0 4.812877244 0.862050922 36.259968439
3323 3 0.0 8.461902833 10.171002959 16.283686072
3324 3 0.0 4.812877244 10.171002959 36.259968439
3325 3 0.0 8.461902833 19.479955429 16.283686072
3326 3 0.0 4.812877244 19.479955429 36.259968439
3327 3 0.0 8.461902833 28.788908593 16.283686072
3328 3 0.0 4.812877244 28.788908593 36.259968439
3329 3 0.0 8.461902833 38.097860369 16.283686072
3330 3 0.0 4.812877244 38.097860369 36.259968439
3331 3 0.0 13.819849327 0.862050922 16.283686072
3332 3 0.0 10.170823738 0.862050922 36.259968439
3333 3 0.0 13.819849327 10.171002959 16.283686072
3334 3 0.0 10.170823738 10.171002959 36.259968439
3335 3 0.0 13.819849327 19.479955429 16.283686072
3336 3 0.0 10.170823738 19.479955429 36.259968439
3337 3 0.0 13.819849327 28.788908593 16.283686072
3338 3 0.0 10.170823738 28.788908593 36.259968439
3339 3 0.0 13.819849327 38.097860369 16.283686072
3340 3 0.0 10.170823738 38.097860369 36.259968439
3341 3 0.0 19.177795022 0.862050922 16.283686072
3342 3 0.0 15.528769433 0.862050922 36.259968439
3343 3 0.0 19.177795022 10.171002959 16.283686072
3344 3 0.0 15.528769433 10.171002959 36.259968439
3345 3 0.0 19.177795022 19.479955429 16.283686072
3346 3 0.0 15.528769433 19.479955429 36.259968439
3347 3 0.0 19.177795022 28.788908593 16.283686072
3348 3 0.0 15.528769433 28.788908593 36.259968439
3349 3 0.0 19.177795022 38.097860369 16.283686072
3350 3 0.0 15.528769433 38.097860369 36.259968439
3351 3 0.0 3.050653172 0.862050922 8.686666291
3352 3 0.0 -0.598372526 0.862050922 28.662949254
3353 3 0.0 3.050653172 10.171002959 8.686666291
3354 3 0.0 -0.598372526 10.171002959 28.662949254
3355 3 0.0 3.050653172 19.479955429 8.686666291
3356 3 0.0 -0.598372526 19.479955429 28.662949254
3357 3 0.0 3.050653172 28.788908593 8.686666291
3358 3 0.0 -0.598372526 28.788908593 28.662949254
3359 3 0.0 3.050653172 38.097860369 8.686666291
3360 3 0.0 -0.598372526 38.097860369 28.662949254
3361 3 0.0 8.408598867 0.862050922 8.686666291
3362 3 0.0 4.759573169 0.862050922 28.662949254
3363 3 0.0 8.408598867 10.171002959 8.686666291
3364 3 0.0 4.759573169 10.171002959 28.662949254
3365 3 0.0 8.408598867 19.479955429 8.686666291
3366 3 0.0 4.759573169 19.479955429 28.662949254
3367 3 0.0 8.408598867 28.788908593 8.686666291
3368 3 0.0 4.759573169 28.788908593 28.662949254
3369 3 0.0 8.408598867 38.097860369 8.686666291
3370 3 0.0 4.759573169 38.097860369 28.662949254
3371 3 0.0 19.124493451 0.862050922 8.686666291
3372 3 0.0 15.475467753 0.862050922 28.662949254
3373 3 0.0 19.124493451 10.171002959 8.686666291
3374 3 0.0 15.475467753 10.171002959 28.662949254
3375 3 0.0 19.124493451 19.479955429 8.686666291
3376 3 0.0 15.475467753 19.479955429 28.662949254
3377 3 0.0 19.124493451 28.788908593 8.686666291
3378 3 0.0 15.475467753 28.788908593 28.662949254
3379 3 0.0 19.124493451 38.097860369 8.686666291
3380 3 0.0 15.475467753 38.097860369 28.662949254
3381 3 0.0 24.482437549 0.862050922 8.686666291
3382 3 0.0 20.833411851 0.862050922 28.662949254
3383 3 0.0 24.482437549 10.171002959 8.686666291
3384 3 0.0 20.833411851 10.171002959 28.662949254
3385 3 0.0 24.482437549 19.479955429 8.686666291
3386 3 0.0 20.833411851 19.479955429 28.662949254
3387 3 0.0 24.482437549 28.788908593 8.686666291
3388 3 0.0 20.833411851 28.788908593 28.662949254
3389 3 0.0 24.482437549 38.097860369 8.686666291
3390 3 0.0 20.833411851 38.097860369 28.662949254
3391 3 0.0 1.226140269 0.862050922 18.67480807
3392 3 0.0 -2.42288532 0.862050922 38.651090437
3393 3 0.0 1.226140269 10.171002959 18.67480807
3394 3 0.0 -2.42288532 10.171002959 38.651090437
3395 3 0.0 1.226140269 19.479955429 18.67480807
3396 3 0.0 -2.42288532 19.479955429 38.651090437
3397 3 0.0 1.226140269 28.788908593 18.67480807
3398 3 0.0 -2.42288532 28.788908593 38.651090437
3399 3 0.0 1.226140269 38.097860369 18.67480807
3400 3 0.0 -2.42288532 38.097860369 38.651090437
3401 3 0.0 6.584085964 0.862050922 18.67480807
3402 3 0.0 2.935060375 0.862050922 38.651090437
3403 3 0.0 6.584085964 10.171002959 18.67480807
3404 3 0.0 2.935060375 10.171002959 38.651090437
3405 3 0.0 6.584085964 19.479955429 18.67480807
3406 3 0.0 2.935060375 19.479955429 38.651090437
3407 3 0.0 6.584085964 28.788908593 18.67480807
3408 3 0.0 2.935060375 28.788908593 38.651090437
3409 3 0.0 6.584085964 38.097860369 18.67480807
3410 3 0.0 2.935060375 38.097860369 38.651090437
3411 3 0.0 11.942031659 0.862050922 18.67480807
3412 3 0.0 8.29300607 0.862050922 38.651090437
3413 3 0.0 11.942031659 10.171002959 18.67480807
3414 3 0.0 8.29300607 10.171002959 38.651090437
3415 3 0.0 11.942031659 19.479955429 18.67480807
3416 3 0.0 8.29300607 19.479955429 38.651090437
3417 3 0.0 11.942031659 28.788908593 18.67480807
3418 3 0.0 8.29300607 28.788908593 38.651090437
3419 3 0.0 11.942031659 38.097860369 18.67480807
3420 3 0.0 8.29300607 38.097860369 38.651090437
3421 3 0.0 17.299978951 0.862050922 18.67480807
3422 3 0.0 13.650953362 0.862050922 38.651090437
3423 3 0.0 17.299978951 10.171002959 18.67480807
3424 3 0.0 13.650953362 10.171002959 38.651090437
3425 3 0.0 17.299978951 19.479955429 18.67480807
3426 3 0.0 13.650953362 19.479955429 38.651090437
3427 3 0.0 17.299978951 28.788908593 18.67480807
3428 3 0.0 13.650953362 28.788908593 38.651090437
3429 3 0.0 17.299978951 38.097860369 18.67480807
3430 3 0.0 13.650953362 38.097860369 38.651090437
3431 3 0.0 22.657924646 0.862050922 18.67480807
3432 3 0.0 19.008899057 0.862050922 38.651090437
3433 3 0.0 22.657924646 10.171002959 18.67480807
3434 3 0.0 19.008899057 10.171002959 38.651090437
3435 3 0.0 22.657924646 19.479955429 18.67480807
3436 3 0.0 19.008899057 19.479955429 38.651090437
3437 3 0.0 22.657924646 28.788908593 18.67480807
3438 3 0.0 19.008899057 28.788908593 38.651090437
3439 3 0.0 22.657924646 38.097860369 18.67480807
3440 3 0.0 19.008899057 38.097860369 38.651090437
3441 3 0.0 1.283936323 3.7924254 3.6925957
3442 3 0.0 -2.365089375 3.7924254 23.668878662
3443 3 0.0 1.283936323 13.101377177 3.6925957
3444 3 0.0 -2.365089375 13.101377177 23.668878662
3445 3 0.0 1.283936323 22.410330341 3.6925957
3446 3 0.0 -2.365089375 22.410330341 23.668878662
3447 3 0.0 1.283936323 31.719282117 3.6925957
3448 3 0.0 -2.365089375 31.719282117 23.668878662
3449 3 0.0 1.283936323 41.028233894 3.6925957
3450 3 0.0 -2.365089375 41.028233894 23.668878662
3451 3 0.0 6.641882417 3.7924254 3.6925957
3452 3 0.0 2.992856719 3.7924254 23.668878662
3453 3 0.0 6.641882417 13.101377177 3.6925957
3454 3 0.0 2.992856719 13.101377177 23.668878662
3455 3 0.0 6.641882417 22.410330341 3.6925957
3456 3 0.0 2.992856719 22.410330341 23.668878662
3457 3 0.0 6.641882417 31.719282117 3.6925957
3458 3 0.0 2.992856719 31.719282117 23.668878662
3459 3 0.0 6.641882417 41.028233894 3.6925957
3460 3 0.0 2.992856719 41.028233894 23.668878662
3461 3 0.0 11.999828112 3.7924254 3.6925957
3462 3 0.0 8.350802414 3.7924254 23.668878662
3463 3 0.0 11.999828112 13.101377177 3.6925957
3464 3 0.0 8.350802414 13.101377177 23.668878662
3465 3 0.0 11.999828112 22.410330341 3.6925957
3466 3 0.0 8.350802414 22.410330341 23.668878662
3467 3 0.0 11.999828112 31.719282117 3.6925957
3468 3 0.0 8.350802414 31.719282117 23.668878662
3469 3 0.0 11.999828112 41.028233894 3.6925957
3470 3 0.0 8.350802414 41.028233894 23.668878662
3471 3 0.0 17.357774606 3.7924254 3.6925957
3472 3 0.0 13.708748908 3.7924254 23.668878662
3473 3 0.0 17.357774606 13.101377177 3.6925957
3474 3 0.0 13.708748908 13.101377177 23.668878662
3475 3 0.0 17.357774606 22.410330341 3.6925957
3476 3 0.0 13.708748908 22.410330341 23.668878662
3477 3 0.0 17.357774606 31.719282117 3.6925957
3478 3 0.0 13.708748908 31.719282117 23.668878662
3479 3 0.0 17.357774606 41.028233894 3.6925957
3480 3 0.0 13.708748908 41.028233894 23.668878662
3481 3 0.0 22.715721898 3.7924254 3.6925957
3482 3 0.0 19.0666962 3.7924254 23.668878662
3483 3 0.0 22.715721898 13.101377177 3.6925957
3484 3 0.0 19.0666962 13.101377177 23.668878662
3485 3 0.0 22.715721898 22.410330341 3.6925957
3486 3 0.0 19.0666962 22.410330341 23.668878662
3487 3 0.0 22.715721898 31.719282117 3.6925957
3488 3 0.0 19.0666962 31.719282117 23.668878662
3489 3 0.0 22.715721898 41.028233894 3.6925957
3490 3 0.0 19.0666962 41.028233894 23.668878662
3491 3 0.0 -0.54057658 3.7924254 13.680737478
3492 3 0.0 -4.18960217 3.7924254 33.657019845
3493 3 0.0 -0.54057658 13.101377177 13.680737478
3494 3 0.0 -4.18960217 13.101377177 33.657019845
3495 3 0.0 -0.54057658 22.410330341 13.680737478
3496 3 0.0 -4.18960217 22.410330341 33.657019845
3497 3 0.0 -0.54057658 31.719282117 13.680737478
3498 3 0.0 -4.18960217 31.719282117 33.657019845
3499 3 0.0 -0.54057658 41.028233894 13.680737478
3500 3 0.0 -4.18960217 41.028233894 33.657019845
3501 3 0.0 4.817369514 3.7924254 13.680737478
3502 3 0.0 1.168343925 3.7924254 33.657019845
3503 3 0.0 4.817369514 13.101377177 13.680737478
3504 3 0.0 1.168343925 13.101377177 33.657019845
3505 3 0.0 4.817369514 22.410330341 13.680737478
3506 3 0.0 1.168343925 22.410330341 33.657019845
3507 3 0.0 4.817369514 31.719282117 13.680737478
3508 3 0.0 1.168343925 31.719282117 33.657019845
3509 3 0.0 4.817369514 41.028233894 13.680737478
3510 3 0.0 1.168343925 41.028233894 33.657019845
3511 3 0.0 10.175315209 3.7924254 13.680737478
3512 3 0.0 6.52628962 3.7924254 33.657019845
3513 3 0.0 10.175315209 13.101377177 13.680737478
3514 3 0.0 6.52628962 13.101377177 33.657019845
3515 3 0.0 10.175315209 22.410330341 13.680737478
3516 3 0.0 6.52628962 22.410330341 33.657019845
3517 3 0.0 10.175315209 31.719282117 13.680737478
3518 3 0.0 6.52628962 31.719282117 33.657019845
3519 3 0.0 10.175315209 41.028233894 13.680737478
3520 3 0.0 6.52628962 41.028233894 33.657019845
3521 3 0.0 15.533261702 3.7924254 13.680737478
3522 3 0.0 11.884236113 3.7924254 33.657019845
3523 3 0.0 15.533261702 13.101377177 13.680737478
3524 3 0.0 11.884236113 13.101377177 33.657019845
3525 3 0.0 15.533261702 22.410330341 13.680737478
3526 3 0.0 11.884236113 22.410330341 33.657019845
3527 3 0.0 15.533261702 31.719282117 13.680737478
3528 3 0.0 11.884236113 31.719282117 33.657019845
3529 3 0.0 15.533261702 41.028233894 13.680737478
3530 3 0.0 11.884236113 41.028233894 33.657019845
3531 3 0.0 20.891207397 3.7924254 13.680737478
3532 3 0.0 17.242181808 3.7924254 33.657019845
3533 3 0.0 20.891207397 13.101377177 13.680737478
3534 3 0.0 17.242181808 13.101377177 33.657019845
3535 3 0.0 20.891207397 22.410330341 13.680737478
3536 3 0.0 17.242181808 22.410330341 33.657019845
3537 3 0.0 20.891207397 31.719282117 13.680737478
3538 3 0.0 17.242181808 31.719282117 33.657019845
3539 3 0.0 20.891207397 41.028233894 13.680737478
3540 3 0.0 17.242181808 41.028233894 33.657019845
3541 3 0.0 3.026270179 0.773950933 1.327913329
3542 3 0.0 -0.622755193 0.773950933 21.304194505
3543 3 0.0 3.026270179 10.08290349 1.327913329
3544 3 0.0 -0.622755193 10.08290349 21.304194505
3545 3 0.0 3.026270179 19.391855267 1.327913329
3546 3 0.0 -0.622755193 19.391855267 21.304194505
3547 3 0.0 3.026270179 28.70080843 1.327913329
3548 3 0.0 -0.622755193 28.70080843 21.304194505
3549 3 0.0 3.026270179 38.009760207 1.327913329
3550 3 0.0 -0.622755193 38.009760207 21.304194505
3551 3 0.0 8.384216074 0.773950933 1.327913329
3552 3 0.0 4.735190702 0.773950933 21.304194505
3553 3 0.0 8.384216074 10.08290349 1.327913329
3554 3 0.0 4.735190702 10.08290349 21.304194505
3555 3 0.0 8.384216074 19.391855267 1.327913329
3556 3 0.0 4.735190702 19.391855267 21.304194505
3557 3 0.0 8.384216074 28.70080843 1.327913329
3558 3 0.0 4.735190702 28.70080843 21.304194505
3559 3 0.0 8.384216074 38.009760207 1.327913329
3560 3 0.0 4.735190702 38.009760207 21.304194505
3561 3 0.0 13.742162567 0.773950933 1.327913329
3562 3 0.0 10.093137195 0.773950933 21.304194505
3563 3 0.0 13.742162567 10.08290349 1.327913329
3564 3 0.0 10.093137195 10.08290349 21.304194505
3565 3 0.0 13.742162567 19.391855267 1.327913329
3566 3 0.0 10.093137195 19.391855267 21.304194505
3567 3 0.0 13.742162567 28.70080843 1.327913329
3568 3 0.0 10.093137195 28.70080843 21.304194505
3569 3 0.0 13.742162567 38.009760207 1.327913329
3570 3 0.0 10.093137195 38.009760207 21.304194505
3571 3 0.0 19.100109859 0.773950933 1.327913329
3572 3 0.0 15.451084487 0.773950933 21.304194505
3573 3 0.0 19.100109859 10.08290349 1.327913329
3574 3 0.0 15.451084487 10.08290349 21.304194505
3575 3 0.0 19.100109859 19.391855267 1.327913329
3576 3 0.0 15.451084487 19.391855267 21.304194505
3577 3 0.0 19.100109859 28.70080843 1.327913329
3578 3 0.0 15.451084487 28.70080843 21.304194505
3579 3 0.0 19.100109859 38.009760207 1.327913329
3580 3 0.0 15.451084487 38.009760207 21.304194505
3581 3 0.0 24.458053957 0.773950933 1.327913329
3582 3 0.0 20.809028585 0.773950933 21.304194505
3583 3 0.0 24.458053957 10.08290349 1.327913329
3584 3 0.0 20.809028585 10.08290349 21.304194505
3585 3 0.0 24.458053957 19.391855267 1.327913329
3586 3 0.0 20.809028585 19.391855267 21.304194505
3587 3 0.0 24.458053957 28.70080843 1.327913329
3588 3 0.0 20.809028585 28.70080843 21.304194505
3589 3 0.0 24.458053957 38.009760207 1.327913329
3590 3 0.0 20.809028585 38.009760207 21.304194505
3591 3 0.0 1.201757384 0.773950933 11.316054512
3592 3 0.0 -2.447267987 0.773950933 31.292335688
3593 3 0.0 1.201757384 10.08290349 11.316054512
3594 3 0.0 -2.447267987 10.08290349 31.292335688
3595 3 0.0 1.201757384 19.391855267 11.316054512
3596 3 0.0 -2.447267987 19.391855267 31.292335688
3597 3 0.0 1.201757384 28.70080843 11.316054512
3598 3 0.0 -2.447267987 28.70080843 31.292335688
3599 3 0.0 1.201757384 38.009760207 11.316054512
3600 3 0.0 -2.447267987 38.009760207 31.292335688
3601 3 0.0 6.559703279 0.773950933 11.316054512
3602 3 0.0 2.910677907 0.773950933 31.292335688
3603 3 0.0 6.559703279 10.08290349 11.316054512
3604 3 0.0 2.910677907 10.08290349 31.292335688
3605 3 0.0 6.559703279 19.391855267 11.316054512
3606 3 0.0 2.910677907 19.391855267 31.292335688
3607 3 0.0 6.559703279 28.70080843 11.316054512
3608 3 0.0 2.910677907 28.70080843 31.292335688
3609 3 0.0 6.559703279 38.009760207 11.316054512
3610 3 0.0 2.910677907 38.009760207 31.292335688
3611 3 0.0 11.917649772 0.773950933 11.316054512
3612 3 0.0 8.268624401 0.773950933 31.292335688
3613 3 0.0 11.917649772 10.08290349 11.316054512
3614 3 0.0 8.268624401 10.08290349 31.292335688
3615 3 0.0 11.917649772 19.391855267 11.316054512
3616 3 0.0 8.268624401 19.391855267 31.292335688
3617 3 0.0 11.917649772 28.70080843 11.316054512
3618 3 0.0 8.268624401 28.70080843 31.292335688
3619 3 0.0 11.917649772 38.009760207 11.316054512
3620 3 0.0 8.268624401 38.009760207 31.292335688
3621 3 0.0 17.275595468 0.773950933 11.316054512
3622 3 0.0 13.626570096 0.773950933 31.292335688
3623 3 0.0 17.275595468 10.08290349 11.316054512
3624 3 0.0 13.626570096 10.08290349 31.292335688
3625 3 0.0 17.275595468 19.391855267 11.316054512
3626 3 0.0 13.626570096 19.391855267 31.292335688
3627 3 0.0 17.275595468 28.70080843 11.316054512
3628 3 0.0 13.626570096 28.70080843 31.292335688
3629 3 0.0 17.275595468 38.009760207 11.316054512
3630 3 0.0 13.626570096 38.009760207 31.292335688
3631 3 0.0 22.633541163 0.773950933 11.316054512
3632 3 0.0 18.984515791 0.773950933 31.292335688
3633 3 0.0 22.633541163 10.08290349 11.316054512
3634 3 0.0 18.984515791 10.08290349 31.292335688
3635 3 0.0 22.633541163 19.391855267 11.316054512
3636 3 0.0 18.984515791 19.391855267 31.292335688
3637 3 0.0 22.633541163 28.70080843 11.316054512
3638 3 0.0 18.984515791 28.70080843 31.292335688
3639 3 0.0 22.633541163 38.009760207 11.316054512
3640 3 0.0 18.984515791 38.009760207 31.292335688
3641 3 0.0 3.958934678 2.418381843 3.665737846
3642 3 0.0 0.309909251 2.418381843 23.64201932
3643 3 0.0 3.958934678 11.727333966 3.665737846
3644 3 0.0 0.309909251 11.727333966 23.64201932
3645 3 0.0 3.958934678 21.03628713 3.665737846
3646 3 0.0 0.309909251 21.03628713 23.64201932
3647 3 0.0 3.958934678 30.34523752 3.665737846
3648 3 0.0 0.309909251 30.34523752 23.64201932
3649 3 0.0 3.958934678 39.654192071 3.665737846
3650 3 0.0 0.309909251 39.654192071 23.64201932
3651 3 0.0 9.31688157 2.418381843 3.665737846
3652 3 0.0 5.667856144 2.418381843 23.64201932
3653 3 0.0 9.31688157 11.727333966 3.665737846
3654 3 0.0 5.667856144 11.727333966 23.64201932
3655 3 0.0 9.31688157 21.03628713 3.665737846
3656 3 0.0 5.667856144 21.03628713 23.64201932
3657 3 0.0 9.31688157 30.34523752 3.665737846
3658 3 0.0 5.667856144 30.34523752 23.64201932
3659 3 0.0 9.31688157 39.654192071 3.665737846
3660 3 0.0 5.667856144 39.654192071 23.64201932
3661 3 0.0 14.674827265 2.418381843 3.665737846
3662 3 0.0 11.025801839 2.418381843 23.64201932
3663 3 0.0 14.674827265 11.727333966 3.665737846
3664 3 0.0 11.025801839 11.727333966 23.64201932
3665 3 0.0 14.674827265 21.03628713 3.665737846
3666 3 0.0 11.025801839 21.03628713 23.64201932
3667 3 0.0 14.674827265 30.34523752 3.665737846
3668 3 0.0 11.025801839 30.34523752 23.64201932
3669 3 0.0 14.674827265 39.654192071 3.665737846
3670 3 0.0 11.025801839 39.654192071 23.64201932
3671 3 0.0 20.032771364 2.418381843 3.665737846
3672 3 0.0 16.383745937 2.418381843 23.64201932
3673 3 0.0 20.032771364 11.727333966 3.665737846
3674 3 0.0 16.383745937 11.727333966 23.64201932
3675 3 0.0 20.032771364 21.03628713 3.665737846
3676 3 0.0 16.383745937 21.03628713 23.64201932
3677 3 0.0 20.032771364 30.34523752 3.665737846
3678 3 0.0 16.383745937 30.34523752 23.64201932
3679 3 0.0 20.032771364 39.654192071 3.665737846
3680 3 0.0 16.383745937 39.654192071 23.64201932
3681 3 0.0 25.390718655 2.418381843 3.665737846
3682 3 0.0 21.741693229 2.418381843 23.64201932
3683 3 0.0 25.390718655 11.727333966 3.665737846
3684 3 0.0 21.741693229 11.727333966 23.64201932
3685 3 0.0 25.390718655 21.03628713 3.665737846
3686 3 0.0 21.741693229 21.03628713 23.64201932
3687 3 0.0 25.390718655 30.34523752 3.665737846
3688 3 0.0 21.741693229 30.34523752 23.64201932
3689 3 0.0 25.390718655 39.654192071 3.665737846
3690 3 0.0 21.741693229 39.654192071 23.64201932
3691 3 0.0 2.134421829 2.418381843 13.653879327
3692 3 0.0 -1.514603978 2.418381843 33.630162885
3693 3 0.0 2.134421829 11.727333966 13.653879327
3694 3 0.0 -1.514603978 11.727333966 33.630162885
3695 3 0.0 2.134421829 21.03628713 13.653879327
3696 3 0.0 -1.514603978 21.03628713 33.630162885
3697 3 0.0 2.134421829 30.34523752 13.653879327
3698 3 0.0 -1.514603978 30.34523752 33.630162885
3699 3 0.0 2.134421829 39.654192071 13.653879327
3700 3 0.0 -1.514603978 39.654192071 33.630162885
3701 3 0.0 7.492367923 2.418381843 13.653879327
3702 3 0.0 3.843342116 2.418381843 33.630162885
3703 3 0.0 7.492367923 11.727333966 13.653879327
3704 3 0.0 3.843342116 11.727333966 33.630162885
3705 3 0.0 7.492367923 21.03628713 13.653879327
3706 3 0.0 3.843342116 21.03628713 33.630162885
3707 3 0.0 7.492367923 30.34523752 13.653879327
3708 3 0.0 3.843342116 30.34523752 33.630162885
3709 3 0.0 7.492367923 39.654192071 13.653879327
3710 3 0.0 3.843342116 39.654192071 33.630162885
3711 3 0.0 12.850314416 2.418381843 13.653879327
3712 3 0.0 9.20128861 2.418381843 33.630162885
3713 3 0.0 12.850314416 11.727333966 13.653879327
3714 3 0.0 9.20128861 11.727333966 33.630162885
3715 3 0.0 12.850314416 21.03628713 13.653879327
3716 3 0.0 9.20128861 21.03628713 33.630162885
3717 3 0.0 12.850314416 30.34523752 13.653879327
3718 3 0.0 9.20128861 30.34523752 33.630162885
3719 3 0.0 12.850314416 39.654192071 13.653879327
3720 3 0.0 9.20128861 39.654192071 33.630162885
3721 3 0.0 18.208260111 2.418381843 13.653879327
3722 3 0.0 14.559234305 2.418381843 33.630162885
3723 3 0.0 18.208260111 11.727333966 13.653879327
3724 3 0.0 14.559234305 11.727333966 33.630162885
3725 3 0.0 18.208260111 21.03628713 13.653879327
3726 3 0.0 14.559234305 21.03628713 33.630162885
3727 3 0.0 18.208260111 30.34523752 13.653879327
3728 3 0.0 14.559234305 30.34523752 33.630162885
3729 3 0.0 18.208260111 39.654192071 13.653879327
3730 3 0.0 14.559234305 39.654192071 33.630162885
3731 3 0.0 23.566205806 2.418381843 13.653879327
3732 3 0.0 19.91718 2.418381843 33.630162885
3733 3 0.0 23.566205806 11.727333966 13.653879327
3734 3 0.0 19.91718 11.727333966 33.630162885
3735 3 0.0 23.566205806 21.03628713 13.653879327
3736 3 0.0 19.91718 21.03628713 33.630162885
3737 3 0.0 23.566205806 30.34523752 13.653879327
3738 3 0.0 19.91718 30.34523752 33.630162885
3739 3 0.0 23.566205806 39.654192071 13.653879327
3740 3 0.0 19.91718 39.654192071 33.630162885
3741 3 0.0 0.367705487 2.236094046 8.65980814
3742 3 0.0 -3.281319993 2.236094046 28.636089912
3743 3 0.0 0.367705487 11.545046169 8.65980814
3744 3 0.0 -3.281319993 11.545046169 28.636089912
3745 3 0.0 0.367705487 20.853998639 8.65980814
3746 3 0.0 -3.281319993 20.853998639 28.636089912
3747 3 0.0 0.367705487 30.162950416 8.65980814
3748 3 0.0 -3.281319993 30.162950416 28.636089912
3749 3 0.0 0.367705487 39.471902193 8.65980814
3750 3 0.0 -3.281319993 39.471902193 28.636089912
3751 3 0.0 5.725651581 2.236094046 8.65980814
3752 3 0.0 2.076626101 2.236094046 28.636089912
3753 3 0.0 5.725651581 11.545046169 8.65980814
3754 3 0.0 2.076626101 11.545046169 28.636089912
3755 3 0.0 5.725651581 20.853998639 8.65980814
3756 3 0.0 2.076626101 20.853998639 28.636089912
3757 3 0.0 5.725651581 30.162950416 8.65980814
3758 3 0.0 2.076626101 30.162950416 28.636089912
3759 3 0.0 5.725651581 39.471902193 8.65980814
3760 3 0.0 2.076626101 39.471902193 28.636089912
3761 3 0.0 11.083597276 2.236094046 8.65980814
3762 3 0.0 7.434571796 2.236094046 28.636089912
3763 3 0.0 11.083597276 11.545046169 8.65980814
3764 3 0.0 7.434571796 11.545046169 28.636089912
3765 3 0.0 11.083597276 20.853998639 8.65980814
3766 3 0.0 7.434571796 20.853998639 28.636089912
3767 3 0.0 11.083597276 30.162950416 8.65980814
3768 3 0.0 7.434571796 30.162950416 28.636089912
3769 3 0.0 11.083597276 39.471902193 8.65980814
3770 3 0.0 7.434571796 39.471902193 28.636089912
3771 3 0.0 16.441542971 2.236094046 8.65980814
3772 3 0.0 12.792517491 2.236094046 28.636089912
3773 3 0.0 16.441542971 11.545046169 8.65980814
3774 3 0.0 12.792517491 11.545046169 28.636089912
3775 3 0.0 16.441542971 20.853998639 8.65980814
3776 3 0.0 12.792517491 20.853998639 28.636089912
3777 3 0.0 16.441542971 30.162950416 8.65980814
3778 3 0.0 12.792517491 30.162950416 28.636089912
3779 3 0.0 16.441542971 39.471902193 8.65980814
3780 3 0.0 12.792517491 39.471902193 28.636089912
3781 3 0.0 21.799490263 2.236094046 8.65980814
3782 3 0.0 18.150464783 2.236094046 28.636089912
3783 3 0.0 21.799490263 11.545046169 8.65980814
3784 3 0.0 18.150464783 11.545046169 28.636089912
3785 3 0.0 21.799490263 20.853998639 8.65980814
3786 3 0.0 18.150464783 20.853998639 28.636089912
3787 3 0.0 21.799490263 30.162950416 8.65980814
3788 3 0.0 18.150464783 30.162950416 28.636089912
3789 3 0.0 21.799490263 39.471902193 8.65980814
3790 3 0.0 18.150464783 39.471902193 28.636089912
3791 3 0.0 -1.456807199 2.236094046 18.647948728
3792 3 0.0 -5.105832788 2.236094046 38.624231095
3793 3 0.0 -1.456807199 11.545046169 18.647948728
3794 3 0.0 -5.105832788 11.545046169 38.624231095
3795 3 0.0 -1.456807199 20.853998639 18.647948728
3796 3 0.0 -5.105832788 20.853998639 38.624231095
3797 3 0.0 -1.456807199 30.162950416 18.647948728
3798 3 0.0 -5.105832788 30.162950416 38.624231095
3799 3 0.0 -1.456807199 39.471902193 18.647948728
3800 3 0.0 -5.105832788 39.471902193 38.624231095
3801 3 0.0 3.901138896 2.236094046 18.647948728
3802 3 0.0 0.252113306 2.236094046 38.624231095
3803 3 0.0 3.901138896 11.545046169 18.647948728
3804 3 0.0 0.252113306 11.545046169 38.624231095
3805 3 0.0 3.901138896 20.853998639 18.647948728
3806 3 0.0 0.252113306 20.853998639 38.624231095
3807 3 0.0 3.901138896 30.162950416 18.647948728
3808 3 0.0 0.252113306 30.162950416 38.624231095
3809 3 0.0 3.901138896 39.471902193 18.647948728
3810 3 0.0 0.252113306 39.471902193 38.624231095
3811 3 0.0 9.259084591 2.236094046 18.647948728
3812 3 0.0 5.610059001 2.236094046 38.624231095
3813 3 0.0 9.259084591 11.545046169 18.647948728
3814 3 0.0 5.610059001 11.545046169 38.624231095
3815 3 0.0 9.259084591 20.853998639 18.647948728
3816 3 0.0 5.610059001 20.853998639 38.624231095
3817 3 0.0 9.259084591 30.162950416 18.647948728
3818 3 0.0 5.610059001 30.162950416 38.624231095
3819 3 0.0 9.259084591 39.471902193 18.647948728
